node_id,metric_result
86,"[0.576476   1.19475568 1.32183241 1.36233532 1.3807677  1.39104963
 1.39753982 1.40198568 1.40521216 1.40765604 1.40956908 1.4111061
 1.41236738 1.41342061 1.41431309 1.41507885 1.41574298 1.41632438
 1.41683756 1.41729381 1.41770209 1.41806956 1.41840204 1.41870429
 1.41898024]"
87,"[0.21228583 0.89931867 1.0769282  1.12891572 1.15217651 1.16523806
 1.17358046 1.17936369 1.18360632 1.18685048 1.18941096 1.19148297
 1.19319392 1.19463052 1.19585378 1.1969079  1.19782565 1.19863186
 1.19934569 1.19998215 1.20055315 1.2010683  1.20153541 1.20196089
 1.20235006]"
88,"[0.70135919 1.31938352 1.39850024 1.40887506 1.40965782 1.40881975
 1.40778474 1.40684013 1.40603101 1.40534722 1.40476837 1.404275
 1.40385096 1.40348341 1.40316221 1.40287939 1.40262863 1.40240489
 1.40220408 1.40202292 1.40185867 1.40170912 1.40157238 1.40144689
 1.40133132]"
89,"[0.74812796 1.05690529 1.16968572 1.23013348 1.26432063 1.28571183
 1.30021592 1.31065236 1.31850441 1.32461855 1.32951053 1.3335115
 1.33684346 1.33966059 1.34207326 1.34416246 1.34598898 1.34759932
 1.34902964 1.35030845 1.35145858 1.3524985  1.35344329 1.35430542
 1.35509526]"
90,"[0.77717133 1.23946719 1.33205231 1.36575958 1.38460205 1.39694145
 1.40567512 1.41217454 1.4171923  1.4211784  1.42441847 1.42710229
 1.42936071 1.43128677 1.43294836 1.43439617 1.43566876 1.43679599
 1.43780131 1.43870342 1.43951738 1.44025547 1.44092779 1.44154275
 1.44210736]"
91,"[0.58283756 1.0517259  1.20477574 1.2667284  1.29877079 1.31810858
 1.33099101 1.34017103 1.34703797 1.35236563 1.35661818 1.3600906
 1.36297918 1.36541956 1.36750842 1.36931654 1.3708969  1.37228995
 1.37352711 1.37463315 1.37562784 1.3765272  1.37734428 1.37808989
 1.378773  ]"
92,"[0.761164   1.33183431 1.46148603 1.50765555 1.5292492  1.5411107
 1.54839314 1.55323431 1.55664742 1.55916415 1.56108641 1.56259672
 1.56381117 1.56480674 1.56563626 1.56633713 1.56693645 1.56745435
 1.56790602 1.56830317 1.56865492 1.56896851 1.56924972 1.56950324
 1.5697329 ]"
93,"[0.50704886 0.85473718 0.98586155 1.04325863 1.0750781  1.09516175
 1.1089313  1.11893385 1.12651713 1.13245811 1.13723495 1.14115747
 1.14443499 1.14721384 1.14959936 1.15166927 1.15348213 1.15508289
 1.15650663 1.1577811  1.15892856 1.15996707 1.1609114  1.16177379
 1.16256445]"
94,"[0.60335711 0.97375474 1.22550286 1.31781158 1.36007688 1.38282065
 1.39652766 1.4054915  1.41172128 1.41625797 1.41968554 1.42235302
 1.42448003 1.42621076 1.42764333 1.42884657 1.42987003 1.43075019
 1.43151446 1.43218381 1.43277449 1.43329933 1.43376853 1.43419033
 1.43457144]"
95,"[0.60914484 1.17168808 1.32549692 1.39222331 1.42963939 1.45363799
 1.47033956 1.48262544 1.49203626 1.49947151 1.50549167 1.51046403
 1.51463921 1.51819403 1.52125674 1.5239226  1.52626384 1.52833619
 1.53018336 1.53184006 1.53333426 1.5346887  1.53592207 1.53704989
 1.53808514]"
96,"[0.88906031 1.0781597  1.16602242 1.19854125 1.21555887 1.22609272
 1.23327076 1.23847902 1.24243055 1.24553083 1.24802779 1.25008163
 1.25180048 1.25325997 1.25451458 1.25560455 1.25656024 1.25740499
 1.25815702 1.25883079 1.25943789 1.25998773 1.26048806 1.26094525
 1.26136465]"
97,"[0.35360138 0.84056188 1.05373541 1.14496889 1.19371316 1.2235595
 1.24355902 1.25783614 1.26851419 1.27678967 1.28338521 1.28876176
 1.29322668 1.29699248 1.30021067 1.3029921  1.3054197  1.30755671
 1.30945219 1.3111448  1.31266535 1.31403875 1.31528533 1.31642184
 1.31746222]"
98,"[0.61141688 1.09132324 1.29941074 1.37983134 1.41938414 1.44220688
 1.4568387  1.46693214 1.47427706 1.47984289 1.48419629 1.48768893
 1.49054982 1.49293411 1.49495042 1.49667696 1.49817143 1.49947726
 1.50062776 1.50164886 1.5025611  1.50338087 1.50412147 1.50479378
 1.50540678]"
99,"[0.87384782 1.40587917 1.51788336 1.55290212 1.56818315 1.57620068
 1.5809352  1.58397194 1.58604215 1.587521   1.5886172  1.58945441
 1.59010982 1.59063365 1.59105974 1.59141163 1.5917061  1.59195537
 1.59216856 1.59235255 1.59251263 1.59265294 1.59277674 1.59288663
 1.59298471]"
100,"[0.24344228 1.02997941 1.12828145 1.14969429 1.15932934 1.16505491
 1.16890235 1.17167691 1.17377501 1.17541774 1.1767389  1.17782446
 1.17873221 1.17950248 1.18016428 1.18073896 1.18124266 1.18168774
 1.18208386 1.18243867 1.1827583  1.18304774 1.18331106 1.18355164
 1.18377231]"
101,"[0.62788405 1.27445862 1.40969224 1.45489951 1.47612018 1.48808995
 1.49565472 1.50081901 1.50454633 1.5073518  1.50953361 1.51127539
 1.51269594 1.5138753  1.51486923 1.51571769 1.51645006 1.51708836
 1.51764943 1.51814634 1.51858939 1.51898681 1.51934525 1.51967013
 1.51996591]"
102,"[0.47155828 1.18628305 1.39195861 1.46938457 1.50476847 1.52406661
 1.53595597 1.54392524 1.54960117 1.55383151 1.55709708 1.55968911
 1.5617936  1.56353448 1.56499736 1.56624317 1.56731638 1.56825019
 1.56906986 1.56979494 1.57044077 1.57101958 1.57154121 1.57201368
 1.57244358]"
103,"[0.86687618 1.2987154  1.39097586 1.42294402 1.43814977 1.44680412
 1.45231784 1.45611066 1.45886773 1.46095675 1.46259139 1.46390376
 1.46497967 1.46587719 1.46663692 1.46728811 1.4678523  1.46834574
 1.46878086 1.46916738 1.46951296 1.46982376 1.47010476 1.47036001
 1.47059291]"
104,"[0.9171564  1.46139946 1.51411415 1.51987158 1.52249355 1.52468091
 1.52653196 1.52807159 1.52934847 1.53041316 1.53130874 1.53206944
 1.53272186 1.53328653 1.53377939 1.53421292 1.53459693 1.53493928
 1.53524625 1.53552297 1.53577364 1.53600171 1.53621009 1.53640117
 1.53657701]"
105,"[0.88680682 1.23787693 1.34296111 1.37126573 1.38261681 1.38849134
 1.39204105 1.3944108  1.39610431 1.39737527 1.39836474 1.39915726
 1.39980656 1.40034842 1.40080757 1.4012017  1.40154377 1.40184348
 1.40210827 1.40234394 1.40255505 1.40274526 1.40291754 1.40307432
 1.40321761]"
106,"[0.78896417 1.34359042 1.49361397 1.53940591 1.55682141 1.56470303
 1.56868467 1.57083919 1.57205218 1.57274539 1.5731367  1.57334594
 1.57344239 1.57346768 1.57344766 1.57339878 1.57333175 1.57325362
 1.5731691  1.57308138 1.5729926  1.5729042  1.57281715 1.57273208
 1.57264939]"
107,"[0.59086799 1.11704149 1.33278204 1.41790066 1.4607577  1.48599823
 1.50245878 1.51397665 1.52245925 1.52895313 1.53407722 1.53821963
 1.54163549 1.54449913 1.54693355 1.54902792 1.55084844 1.55244526
 1.55385702 1.55511398 1.55624019 1.55725496 1.558174   1.55901019
 1.55977422]"
108,"[0.83171783 1.24687193 1.55843558 1.68301481 1.74145286 1.77332342
 1.79275506 1.80560364 1.81462741 1.82126376 1.82632377 1.83029517
 1.83348673 1.83610246 1.83828201 1.84012391 1.84169952 1.84306167
 1.84425027 1.84529598 1.84622273 1.84704943 1.84779124 1.84846044
 1.84906705]"
109,"[0.53744664 1.08371656 1.24777627 1.30886693 1.33934259 1.35738049
 1.36925359 1.37764618 1.38388778 1.38870924 1.39254475 1.39566818
 1.39826073 1.40044699 1.40231543 1.40393062 1.40534072 1.40658246
 1.40768426 1.4086685  1.40955305 1.41035231 1.41107804 1.41173995
 1.41234609]"
110,"[0.77670711 1.23602998 1.34182822 1.36396233 1.36849352 1.36891851
 1.36829686 1.36744505 1.36660131 1.36583283 1.36515217 1.36455441
 1.36402973 1.36356786 1.36315949 1.36279663 1.36247257 1.36218172
 1.36191944 1.36168187 1.36146577 1.36126843 1.36108756 1.36092123
 1.36076777]"
111,"[0.55558631 1.32633804 1.44756601 1.4858458  1.50244089 1.51099058
 1.5159421  1.51905926 1.52114712 1.52261388 1.52368397 1.52448892
 1.52510994 1.52559934 1.52599206 1.52631215 1.5265766  1.52679771
 1.52698453 1.52714387 1.52728093 1.52739972 1.52750339 1.52759442
 1.52767483]"
112,"[1.01694593 1.408556   1.44398708 1.46838426 1.48418662 1.49420201
 1.50086918 1.50554496 1.50897227 1.5115766  1.51361452 1.51524819
 1.5165844  1.51769599 1.51863415 1.51943585 1.52012838 1.52073229
 1.52126334 1.52173378 1.52215333 1.52252971 1.52286919 1.5231769
 1.52345705]"
113,"[0.87659419 0.73169197 0.73582341 0.76532    0.78094071 0.79022447
 0.7963639  0.8007301  0.80399787 0.80653726 0.80856837 0.81023045
 0.81161599 0.81278889 0.81379471 0.81466685 0.81543034 0.81610433
 0.81670369 0.81724019 0.81772324 0.81816044 0.81855804 0.81892119
 0.81925418]"
114,"[0.99124079 1.77615458 1.85636671 1.85450754 1.84805169 1.84386823
 1.84137112 1.83981968 1.83879591 1.83808013 1.83755409 1.83715116
 1.83683191 1.8365719  1.83635534 1.83617161 1.83601334 1.83587526
 1.83575349 1.83564513 1.83554794 1.83546018 1.83538045 1.83530765
 1.83524086]"
115,"[0.61444892 1.1686784  1.30160316 1.35168114 1.37731286 1.39278372
 1.40310635 1.41047256 1.41598829 1.42027057 1.42369023 1.42648333
 1.42880719 1.43077063 1.43245129 1.43390606 1.43517752 1.43629822
 1.43729344 1.4381831  1.43898314 1.43970643 1.4403635  1.44096305
 1.44151229]"
116,"[0.56459579 0.85863279 0.95153763 0.97326939 0.97970998 0.98202988
 0.98296063 0.98334519 0.98349194 0.9835283  0.9835118  0.98347012
 0.98341717 0.98336017 0.98330287 0.98324722 0.98319416 0.98314411
 0.98309718 0.98305331 0.98301236 0.98297416 0.98293851 0.98290521
 0.98287409]"
117,"[0.75257217 1.12707864 1.19572238 1.20001642 1.1977882  1.19513598
 1.19285759 1.19099496 1.18947573 1.18822475 1.18718188 1.1863017
 1.18555025 1.18490198 1.18433746 1.18384174 1.18340315 1.18301247
 1.18266236 1.18234686 1.18206112 1.18180117 1.18156367 1.18134586
 1.18114541]"
118,"[0.35391044 0.72347163 0.89179702 0.96009355 0.9962878  1.0185855
 1.03366233 1.04452166 1.05270901 1.05909905 1.06422322 1.06842273
 1.07192653 1.07489388 1.07743899 1.07964582 1.08157751 1.08328242
 1.08479821 1.08615466 1.08737562 1.08848038 1.08948478 1.09040188
 1.09124258]"
119,"[0.76227264 1.28568973 1.41188561 1.42620681 1.42386708 1.41967622
 1.41595704 1.41294968 1.41054572 1.40860749 1.40702312 1.40570927
 1.40460493 1.40366524 1.40285685 1.40215459 1.40153919 1.40099571
 1.40051239 1.40007986 1.39969061 1.39933848 1.39901846 1.39872638
 1.39845874]"
120,"[0.55923494 1.08035836 1.20568027 1.25570931 1.28312061 1.30037533
 1.31218334 1.32074616 1.32722766 1.33229833 1.33637036 1.33971052
 1.34249882 1.34486093 1.34688724 1.34864433 1.35018235 1.35153973
 1.35274646 1.35382623 1.35479803 1.35567726 1.35647651 1.35720621
 1.35787504]"
121,"[0.76799836 1.19443165 1.30397059 1.34549444 1.36735509 1.3809009
 1.39011751 1.39678803 1.40183486 1.40578369 1.40895601 1.41155936
 1.41373357 1.41557627 1.41715766 1.41852946 1.41973062 1.42079104
 1.42173403 1.42257802 1.42333779 1.42402533 1.42465045 1.42522127
 1.42574456]"
122,"[0.79043844 0.71722018 0.65470532 0.63475054 0.63640481 0.64268221
 0.64871378 0.65366997 0.65762493 0.66079051 0.66335575 0.66546483
 0.66722368 0.66870976 0.66998029 0.67107802 0.67203539 0.67287736
 0.6736234  0.67428888 0.6748861  0.67542499 0.67591367 0.67635882
 0.67676599]"
123,"[0.43382238 1.14459278 1.33119414 1.39911968 1.43235878 1.45168345
 1.46419935 1.47292089 1.47932675 1.48422156 1.48807857 1.49119339
 1.49375978 1.49590985 1.49773664 1.49930755 1.50067253 1.50186937
 1.5029272  1.5038688  1.50471226 1.5054721  1.50616013 1.50678603
 1.50735784]"
124,"[0.69963342 1.29419265 1.43447621 1.48382179 1.50809249 1.5223405
 1.53163711 1.53814733 1.54294399 1.54661625 1.54951319 1.55185412
 1.55378339 1.55539975 1.55677292 1.55795348 1.55897899 1.55987788
 1.56067208 1.56137875 1.56201153 1.56258137 1.56309716 1.5635662
 1.56399455]"
125,"[0.90068658 1.29088357 1.44720079 1.49398045 1.51119649 1.51843541
 1.52167353 1.5231101  1.52367051 1.52378375 1.52366343 1.52342167
 1.52311958 1.52279133 1.52245628 1.52212539 1.52180472 1.52149746
 1.52120509 1.52092806 1.52066621 1.52041904 1.52018584 1.51996584
 1.51975822]"
126,"[0.90763934 1.45808674 1.54887476 1.56642085 1.56974548 1.56946825
 1.56821123 1.56675115 1.56533588 1.56404045 1.56287942 1.56184612
 1.56092729 1.56010861 1.55937672 1.55871984 1.55812785 1.55759215
 1.55710545 1.55666159 1.55625535 1.55588227 1.55553855 1.55522093
 1.55492661]"
127,"[1.13691619 1.61681504 1.67077268 1.68011245 1.68442428 1.68724011
 1.68925994 1.69077656 1.69195306 1.69288981 1.6936519  1.69428321
 1.69481428 1.69526693 1.69565717 1.69599695 1.69629538 1.69655954
 1.69679497 1.69700608 1.69719644 1.69736896 1.69752602 1.6976696
 1.69780136]"
128,"[0.66306668 1.40863162 1.52258078 1.53511367 1.53173145 1.52617944
 1.52103966 1.51671555 1.51314945 1.51020452 1.50775249 1.5056899
 1.50393671 1.50243165 1.50112766 1.49998837 1.49898534 1.49809614
 1.49730287 1.49659112 1.49594917 1.49536739 1.49483784 1.49435388
 1.49390994]"
129,"[1.1753872  1.43377027 1.52238034 1.5582391  1.57544116 1.58510981
 1.59117471 1.59528436 1.59823089 1.60043595 1.60214232 1.60349866
 1.60460069 1.60551256 1.60627879 1.60693116 1.60749292 1.60798149
 1.6084101  1.60878903 1.60912634 1.60942846 1.60970057 1.60994688
 1.61017087]"
130,"[0.55722594 1.24912475 1.44656075 1.52507836 1.56360163 1.58560109
 1.59955291 1.60908248 1.61595653 1.62112541 1.62514077 1.62834268
 1.63095122 1.6331146  1.63493605 1.63648952 1.63782928 1.63899603
 1.64002085 1.64092785 1.64173603 1.64246054 1.64311362 1.64370523
 1.64424358]"
131,"[0.90342335 1.37793031 1.48671284 1.53032937 1.55323876 1.5671911
 1.57653853 1.58322678 1.58824626 1.59215151 1.59527638 1.5978336
 1.59996508 1.60176906 1.60331573 1.60465652 1.60583003 1.60686575
 1.60778664 1.60861082 1.60935276 1.61002421 1.61063477 1.61119237
 1.61170361]"
132,"[0.6823027  1.22936727 1.37784332 1.41729458 1.4323999  1.43975913
 1.44394514 1.44658858 1.4483864  1.44967805 1.45064579 1.45139517
 1.45199108 1.45247538 1.45287619 1.45321301 1.45349981 1.4537468
 1.45396163 1.4541501  1.45431674 1.45446508 1.45459796 1.45471765
 1.454826  ]"
133,"[0.64428654 1.16161782 1.31188325 1.38691495 1.43102741 1.45936453
 1.47888219 1.49306544 1.50380705 1.51221007 1.51895628 1.52448801
 1.52910405 1.53301313 1.53636535 1.53927129 1.54181419 1.54405785
 1.546052   1.54783597 1.54944124 1.55089333 1.55221311 1.55341785
 1.55452193]"
134,"[0.19082955 0.87489966 1.09186874 1.18580453 1.23623687 1.26712603
 1.28779602 1.30252405 1.31351781 1.32202205 1.32878823 1.33429521
 1.33886194 1.34270865 1.34599214 1.34882701 1.35129887 1.35347292
 1.35539971 1.357119   1.35866247 1.3600557  1.36131953 1.36247116
 1.36352483]"
135,"[0.31482789 0.84795928 1.03604823 1.12453624 1.17276419 1.20250461
 1.22250772 1.23682295 1.24754966 1.25587553 1.26251973 1.26794194
 1.27244912 1.27625381 1.27950772 1.28232195 1.28477969 1.28694445
 1.28886554 1.29058181 1.2921243  1.29351806 1.29478359 1.29593778
 1.29699467]"
136,"[0.24727357 0.83627043 1.04714688 1.13983812 1.19000622 1.22095995
 1.24180431 1.25673558 1.26793083 1.27662363 1.28356208 1.28922494
 1.29393224 1.29790572 1.30130375 1.30424237 1.30680847 1.30906843
 1.31107378 1.31286511 1.31447487 1.31592926 1.31724969 1.31845382
 1.31955632]"
137,"[0.68633103 1.17994093 1.29558593 1.33463681 1.3525106  1.36235115
 1.36845515 1.37256467 1.37550014 1.37769242 1.3793872  1.38073394
 1.38182834 1.38273432 1.38349611 1.3841452  1.38470464 1.38519162
 1.38561924 1.38599765 1.38633482 1.38663708 1.38690957 1.38715645
 1.38738114]"
138,"[0.8297752  1.21972518 1.3642992  1.42525845 1.45637718 1.4746314
 1.48642481 1.49458941 1.50053953 1.50504998 1.50857692 1.51140475
 1.51371919 1.5156463  1.51727443 1.51866725 1.51987171 1.52092316
 1.52184872 1.52266948 1.52340212 1.52406    1.5246539  1.52519265
 1.52568354]"
139,"[0.78643844 1.06799964 1.16497041 1.19997503 1.21781879 1.22863048
 1.2358739  1.24106038 1.24495463 1.24798479 1.25040902 1.25239215
 1.25404429 1.25544177 1.25663916 1.2576765  1.25858383 1.25938411
 1.26009522 1.26073126 1.26130351 1.26182109 1.26229149 1.26272086
 1.26311434]"
140,"[0.80390512 1.26469631 1.41888294 1.48418554 1.51841167 1.53911502
 1.55287959 1.56265278 1.56993344 1.57555888 1.58003156 1.58367044
 1.58668737 1.58922836 1.59139723 1.59326979 1.59490262 1.59633882
 1.59761176 1.5987477  1.59976756 1.60068822 1.60152344 1.60228457
 1.60298102]"
141,"[0.86981159 1.2418858  1.32845299 1.35290303 1.36213952 1.36648768
 1.3688504  1.37026678 1.37117828 1.37179712 1.37223516 1.37255576
 1.37279692 1.37298251 1.37312811 1.37324424 1.3733382  1.37341517
 1.37347893 1.37353226 1.37357726 1.37361553 1.3736483  1.37367655
 1.37370105]"
142,"[0.86713316 1.30722912 1.42491073 1.46663251 1.48651998 1.49775789
 1.50484131 1.50965732 1.51311799 1.51571156 1.5177204  1.51931806
 1.52061657 1.52169119 1.52259421 1.52336302 1.52402499 1.52460062
 1.52510554 1.52555186 1.52594908 1.5263048  1.52662512 1.52691502
 1.5271786 ]"
143,"[0.08169414 0.54432126 0.7097541  0.78583122 0.82668401 0.85111167
 0.86698258 0.87797613 0.88597891 0.89203639 0.89676661 0.90055507
 0.90365328 0.90623162 0.90840928 0.91027195 0.91188274 0.91328909
 0.9145273  0.91562562 0.91660636 0.91748732 0.91828292 0.91900494
 0.91966309]"
144,"[1.22758444 1.42417678 1.4706157  1.484421   1.48865568 1.49018916
 1.49079077 1.49102028 1.49108655 1.49107735 1.4910328  1.49097239
 1.49090593 1.49083848 1.49077262 1.49070963 1.49065007 1.49059412
 1.49054174 1.49049278 1.49044705 1.49040432 1.49036436 1.49032697
 1.49029193]"
145,"[0.49561614 1.09092835 1.21270009 1.23959807 1.24922748 1.25384937
 1.25650649 1.25822271 1.25942222 1.26030885 1.26099182 1.26153478
 1.26197723 1.26234503 1.26265582 1.26292205 1.26315275 1.26335467
 1.26353293 1.26369149 1.26383347 1.26396137 1.2640772  1.2641826
 1.26427892]"
146,"[0.20848736 1.18279138 1.41113828 1.49212364 1.53053973 1.55226117
 1.56604427 1.57551003 1.5823903  1.58760769 1.59169557 1.59498259
 1.59768184 1.59993728 1.60184962 1.60349133 1.60491587 1.60616353
 1.60726526 1.60824518 1.60912238 1.60991219 1.61062702 1.61127705
 1.61187069]"
147,"[0.71150214 0.94812442 1.08003218 1.13385748 1.15982513 1.17485194
 1.18459554 1.1914087  1.19643393 1.20029032 1.20334165 1.20581535
 1.20786078 1.20958001 1.21104512 1.21230846 1.21340895 1.21437611
 1.21523275 1.21599677 1.21668239 1.21730108 1.21786217 1.21837335
 1.21884097]"
148,"[0.65191174 0.86485383 1.06161143 1.1496076  1.19795445 1.22818127
 1.2487584  1.26362868 1.27485864 1.2836303  1.29066654 1.2964334
 1.30124443 1.30531814 1.30881138 1.31183956 1.3144895  1.31682771
 1.31890603 1.3207654  1.32243862 1.32395227 1.3253281  1.32658408
 1.3277352 ]"
149,"[1.09437594 1.27288415 1.20228547 1.16607609 1.15735063 1.156578
 1.15775748 1.15929752 1.1607736  1.16208466 1.16322319 1.16420738
 1.16506018 1.16580291 1.16645375 1.16702766 1.16753687 1.16799129
 1.16839905 1.16876678 1.16909997 1.16940318 1.16968021 1.16993426
 1.17016804]"
150,"[0.48789583 1.3285459  1.52997023 1.59079911 1.61478573 1.62631582
 1.63265548 1.63648579 1.63896537 1.64065706 1.64185972 1.6427435
 1.64341084 1.64392632 1.64433221 1.64465714 1.644921   1.64513796
 1.64531834 1.64546979 1.64559806 1.64570757 1.64580172 1.6458832
 1.64595414]"
151,"[0.4318003  0.91952085 1.07792609 1.1585366  1.20405262 1.23258284
 1.25194216 1.26587066 1.27634383 1.28449229 1.29100603 1.29632849
 1.30075701 1.30449809 1.30769948 1.3104696  1.31288976 1.31502209
 1.31691491 1.3186063  1.32012671 1.32150075 1.32274854 1.32388668
 1.324929  ]"
152,"[0.38873512 0.89576183 1.07814172 1.16187374 1.20750995 1.23573449
 1.25476524 1.26840874 1.27864453 1.2865959  1.29294478 1.29812792
 1.30243743 1.30607585 1.30918784 1.31187946 1.31423017 1.31630065
 1.31813803 1.31977946 1.32125463 1.3225875  1.32379768 1.32490132
 1.32591187]"
153,"[0.69339724 1.44948868 1.57244024 1.5973741  1.60332182 1.60424171
 1.60362982 1.60255973 1.60140039 1.60028341 1.59925266 1.59831798
 1.59747598 1.59671858 1.59603652 1.59542084 1.59486339 1.59435701
 1.59389546 1.59347338 1.59308615 1.59272979 1.59240088 1.59209645
 1.59181394]"
154,"[0.87944359 1.29914181 1.39707761 1.44043522 1.46413366 1.47873276
 1.48850643 1.49545829 1.50063389 1.50462583 1.50779259 1.51036273
 1.51248836 1.51427439 1.51579538 1.51710574 1.51824603 1.5192471
 1.52013279 1.52092184 1.52162916 1.52226675 1.52284437 1.52337008
 1.52385054]"
155,"[0.5622806  0.71945315 0.75294946 0.77909442 0.81009164 0.83735714
 0.85885325 0.87549553 0.88851091 0.89886898 0.90726327 0.91418161
 0.91996984 0.92487716 0.92908634 0.93273393 0.93592363 0.93873547
 0.94123206 0.94346309 0.94546841 0.94728033 0.94892534 0.95042534
 0.95179857]"
156,"[0.60815706 1.18709455 1.21381031 1.18030797 1.15234491 1.13338272
 1.12063477 1.11181854 1.10550706 1.10083796 1.09728191 1.09450442
 1.09228742 1.09048439 1.08899409 1.08774478 1.0866845  1.08577482
 1.0849868  1.08429832 1.08369215 1.08315478 1.08267542 1.08224538
 1.0818576 ]"
